Sentiment,Review
Neg,The cost to replace it How about 68 The first one was a 1987 Ford Escort bought new Then the engine light starts coming on and off randomly My husband and I bought a 1995 Ford Contour GL 4 door sedan I have owned two different Ford cars in my life and am not not_impressed not_with not_either not_one We take it to several different places nothing is found to be wrong The rear doors start making this horrible screeching noise when they re opened WD 40 has no effect The cupholder is still broken to this day Next the fan switch stops working Well it works but only on the lowest speed If you turn it up it turns off completely Visualize us desperate for some a c with our faces pressed close to the dash vents That was only the beginning of problems with that car needless to say 10 years later I am persuaded to give Fords another chance It seemed pretty nice at the time with about 30 000 miles on it We have it only a couple of weeks when the cup holder breaks Now this may not not_seem not_like not_a not_big not_deal but they are made of very flimsy plastic and I accidentally set my purse on it which totally snapped it off It broke down on the freeway less than a month after purchasing it needed a new engine head and was in the shop for two weeks waiting for parts from Detroit The latest is that the transmission sounds like its starting to slip I dread the thought of a 1500 tranny repair cost All I want to do is unload this car but unfortunately Fords do not not_hold not_their not_values not_that not_well not_and not_we not_probably not_could not_barely not_sell not_it not_for not_what not_we not_owe not_on not_the not_loan not_I not_will not_never not_buy not_another not_Ford not_again not_I not_know not_some not_people not_swear not_by not_them but I have owned many Honda Toyotas and Nissans that served me much better and I think I ll go back to what I can depend on
Neg,Although this is a trifling problem by comparison with the other woes ive had with the Contour the ergonomics are poor The car has also developed a head gasket leak and drips oil on the exhaust manifold creating a most unpleasant smell when the car is warm I bought the Contour in November 1975 as a second car About a month after I drove it off the lot I started hearing a rubbing noise from the front In addition this car chews tire suspension and brake components with reckless abandon ive been through two sets of rotors both front and rear three sets of disc brake pads and two sets of tires The problem turned out to be a front stabilizer bar bushing Unfortunately the bushing is pressed onto the bar at the factory so you have to buy the entire assembly another Ford better idea profit maximization at the expense of the customer In the summer of 97 the engine cooling fan fried and the blower switch to the heater air conditioner stuck in the low position After spending almost 500 to replace the cooling fan and fuse assembly I just received a recall notice from Ford almost 4 years later The extended warranty refused to cover the repair so I was out approximately 185 A short time later my check engine light kept coming on The problem was diagnosed as a defective exhaust gas sensor Once again the extended warranty company wouldnt not_pay not_for not_the not_estimated not_200 not_repair not_since not_it not_was not_not not_a not_covered not_component not_Fords not_emission not_warranty not_likewise not_passed not_the not_buck not_despite not_the not_fact not_that not_the not_sensor not_is not_part not_of not_the not_emission not_control not_system The power door lock button is located so close to the armrest that ive locked the keys in the car on a few occasions getting out and I might be the luckiest Contour owner on the face of the earth because the cheap plastic springloaded cupholders in my car still havent broken yet imagine that This is the 11th Ford product ive owned since 1978 and the most trouble prone of the lot It will definitely be my last
Neg,The engine is loud the V4 and doesnt have a very smooth sound They said that the car was plagued with recalls and was not not_very not_reliable The drive was decent nothing too notable Compared to the Celica I had it rode up high But there is always a feeling owning this car that it is going to break down any time There were some knocking too that had nothing to do with the type of gas I was giving it I had also spoken too other people who had owned the car and their opinion was more negative than mine But overall there are much better choices out there I traded it in for Toyota and I am very happy with that The comfort level i e the confidence in the car owning the Toyota is much higher than it was for the Ford If you can find a good deal on a Contour a really good deal go for it but otherwise keep searching I purchased this vehicle after driving my 86 Toyota Celica to the ground delivering pizzas I was then done with that job and wanted a decent car to last me a long time I found a two year old Contour for 9000 and decided it was a good deal and got it And in fact it hasnt been a horrible car Despite a few recalls it keeps running with minimal maintenance I think the worst problem I had was that the tires needed replaced The V4 didnt not_have not_a not_lot not_of not_muscle not_despite not_the not_fact not_that not_my not_Contour not_had not_a not_manual not_transmission not_I not_am not_certainly not_glad not_I not_didnt not_get not_the not_Automatic not_All not_in not_all not_it not_was not_a not_good not_car not_while not_we not_owned not_it not_We not_traded not_it not_in not_after not_it not_had not_65 not_000 not_miles not_I not_didnt not_want not_to not_press not_my not_luck not_any not_further not_Speaking not_of not_trade not_in not_I not_didnt not_get not_much not_for not_it not_2 not_k not_for not_a not_1995 not_I not_know not_I not_could not_have not_gotten not_more not_but not_not not_much not_more
Neg,It was 100 000 miles or 56 months Next the drivers side head rest broke 280 to fix They are ade from flimsy plastic located in between the front seats If your transmission goes it ll run about 2000 to 3500 to fix rebulid or replace My second issue is with Ford itself I purchased my car and purchased the 100 000 mile power train warranty I have had nothing but problems with my contour since I bought it Within two weeks the cup holders broke Get this my transmission failed 1 day after the warranty 56 Mos was up My advice is if you own one rid yourself of this car fast These include front strut springs both of mine failed within a week of one another Others include under hood wiring Heater blower switch and heater fuse So needles to say I dont not_have not_a not_headrest not_in not_my not_car not_that not_is not_functional not_Numerous not_factory not_recalls and as Ford terms them extended warranties These are just the ones that I have had problems with I recently found that this car has a 30 fail rate in transmissions above 75 000 miles If your going to buy one dont And always ask a Ford dealership what kind of transmission is in the car If they say CE4E then laugh and walk away Are you kidding me almost 1 in every 3 I know because Ford uses a type CE4E transmission that they have known is problematic since they started using it in 1994
Neg,It has horrible breaks They fade very quickly The car had bad resale value It was already a lemon under warranty I purchased a 95 Contour GL in Aug of 97 for 9000 The cup holder broke kwik the headlight plastic lense turned dark yellow deminishing light output My mechanic friend replaced it and ins not not_a not_good not_sign not_when not_a not_pro not_complains not_about not_your not_car The alternator failed I had to replace the battery twice and the alternator was very very hard to remove and replace The throw out bearing in the tranny was about to go out at 63 k miles when I sold the car in Feb of 00 It had only 29 k kiles on it It had the 2 0 four cylinder and 5 speed Before the warranty expired the deal replaced free the rack and pinion steering syste the A C blower condenser and evaporator and did some recall service If you want a cheap car that breaks a lot and has no resale value buy the Contour If you want a cheap car that is dependable and has decent resale value buy a 95 altima from nissan The back seat was very small Everyone complained Handling was bad too I replaced the tires with some Michelin Roadhandler Sports from Sears and made a huge differance in cornering Excellent tires can make up for a bad car The only good thing was that my MPG never dropped below 23 MPG in the city I routinly averaged 30 31mpg on long out of town trips and the seats and fron leg room was comfortable im 6 00 with long arms and legs
Neg,The glitches have finally been sorted out its about time That alone would have cost me around 4000 CDN if it werent for the extended warranty The car has 4 wheel discs with ABS so the brake job was rather expensive but obviously necessary Now for the bad aspects No matter what kind of car I get next even if it were a Ferrari I will miss the Contour However the time has come to sell the car and get something new A VW Golf GLS 1 8T is a definite prospect The car is in good repair right now except for the resonator which is bad just due to age but the rest of the exhaust system is looking all right The waterpump and its gasket blew in the summer some ABS regulator blew at the same time the low speed fan and some other components broke 2 days after I got the car back from the aforementioned repairs As for the bad resonator I think I ll leave it be because if I fix it something else is bound to go wrong I can live with a slightly louder than normal exhaust system The splash shield has been rattling around badly and actually fell off after the fan was replaced since it wasnt not_reattatched not_properly not_ive not_had not_some not_dash not_lights not_burn not_out and I have also had a tie rod break somehow dont not_ask not_I not_dont not_know It hasnt been the most reliable car by any means but it has definitely been a great driving car it still puts an ear to ear grin on my face when I drive it High performance out of a sleeper sedan I love it My ownership has definitely been characterized with a love hate type relationship with this car I love it when it works I hate it when its in the shop This is an update on the report I wrote a while ago on my car I currently have 108 000 kms on the odometer and have had some more serious problems since the last review I still maintain my opinions about the awesome driving dynamics of the car and the powerful and delightfully high revving V6 engine that powers it Every time I drive the car it never ceases to amaze me and amuse me I absolutely love the engine It sounds so great and is more than adequate to move the car along I still waste much more gas than I should but I cant not_resist not_the not_beautiful not_music not_the not_motor not_makes not_when not_it not_reaches not_top not_RPMs and the corresponding pull it develops I recently had the brake pads and rotors replaced since the originals were warped and had hairline cracks developing due to age but hey 106 000 kms out of the original brakes is really something especially considering that this car has been DRIVEN
Neg,The Ford Mustang They are cop magnets for some reason The Ford Mustang corners like there is no tomorrow There are too many safer cars on the market The dark inconspicuous color of my husbands car probably saved us both from numerous tickets This car is NOT in ANY WAY suitable for teenagers or inexperienced drivers My husbands dream car I really want this car he says One time I realized I was doing 80 mph in a 45 zone YIKES While the leg area was very ample and could easily accommodate my husbands 6 3 frame the seats were very narrow Another thing dont not_buy not_these not_cars not_in not_red not_especially not_if not_you not_have not_a not_lead not_foot not_unless not_you not_set not_up not_a not_separate not_speeding not_ticket not_fund The needs of the many definitely outweighed the need of the few Anyone know how to kill a Vulcan for coining that phrase It is not not_in not_my not_opinion not_a not_good not_family not_vehicle not_even not_though not_a not_car not_seat not_would not_fit not_in not_the not_back not_I not_would not_not not_transport not_my not_baby not_in not_this not_car not_if not_I not_had not_another not_choice Yes we are still married After all what is insurance for says he Indeed Unlike many men with new vehicular toys my husband actually tried to encourage me to drive his car But those close gears could make missing a gear easy for inexperienced manual transmission drivers so I would practice on an old VW bug before driving this type of car if you have not not_had not_a not_lot not_of not_practice not_with not_clutches not_and not_gears The gas mileage we got was about 18 mpg in the city and a bit more on the freeway Not good but not not_horrendous either Additionally insurance rates are pretty high for this type of vehicle as you can well expect We had 3 cars and not not_a not_single not_one of them was a safe large reliable vehicle for a family of 6 I felt bad about my husbands dream car flying the coop but I had to relinquish my truck as well so my sympathy level diminished rapidly This was not not_a not_problem not_for not_me not_because not_I not_have not_been not_driving not_manual not_transmissions not_since not_I not_was not_14 not_My not_dad not_used not_to not_own not_a not_racetrack not_and not_I not_even not_drove not_his not_old not_3 not_speed not_on not_the not_column not_H not_pattern not_trash not_truck not_for not_him not_Most not_young not_people not_these not_days have never even heard of one of those My son had to lay down in back when he rode in this car Needless to say when my husband and I went out with our oldest son I got stuck hunkering in the back After a while I just stayed home Acceleration is needless to say very fast My insurance company USAA put out a book which rated the safety level of most of the popular cars and the MUSTANG did not not_score not_very not_well not_in not_any not_category not_despite not_the not_dual not_airbags not_and not_anti not_lock not_brakes not_I not_am not_sure not_there not_are not_many not_reasons not_for not_this not_but not_the not_fact not_that not_the not_vehicle not_is not_capable not_of not_great not_speed not_probably not_contributes The FORD MUSTANG GT comes with a very powerful V 8 engine manual 5 speed transmission you can get them in automatic however you will get less mpg power doors seats mirrors dual airbags dual lighted vanity mirrors rear shoulder harnesses driver and passenger bucket seats fully adjustable power driver side seat air conditioning and lots of other nifty little extra features that any self respecting car should sport My chunky lil bootie just barely fit comfortably A very large hipped person would not not_be not_able not_to not_fit not_in not_those not_seats and if they did manage to squeeze in they would have the seatbelt latch digging into their outer thighs Additionally the back area is so small that only very small adults or children 12 and under can really ride in any semblance of comfort Yes im sure you do So I dutiful spousal unit that I am re arranged our family budget to include the extra insurance and payment that would trail the joyous ownership of such a car And so it was that he left one day and came home with a flashy hunter green Mustang Such a pretty car Well it was pretty until this one certain woman my husband is married to accidentally ripped off the driver side door The tiny mirrors did not not_help not_matters not_much not_at not_all not_Had not_we not_installed not_a not_wink not_mirror not_I not_probably not_would not_have not_felt not_better not_about not_driving not_the not_car but we never got around to that because my husband liked it just fine he is much taller though and does not not_find not_his not_nose not_hitting not_the not_dashboard and he mainly drove it The 5 speed manual transmission shifted fairly smoothly but the gears seemed to be very close together The combination of hormones inexperience and speed are often deadly Likewise it is not not_suitable not_for not_very not_elderly not_drivers not_who not_may not_suffer not_from not_vision not_impairment not_slow not_reflexes not_or not_distance not_judgment not_or not_ANY not_driver not_with not_such not_impairment not_for not_that not_matter not_Shortly not_after not_I not_ripped not_the not_driver not_side not_door not_off not_Dont not_EVEN not_ask not_how not_HAHHAHA not_we not_traded not_the not_Mustang not_and not_a not_deathtrap not_Plymouth not_Grand not_Voyager not_see not_my not_review not_on not_that not_hay not_wagon not_toward not_a not_2000 not_Ford not_Excursion not_and not_I not_sold not_my not_truck He wanted me to like it as much as he did so he could justify the expense and claim that I used it as much as he did However at the time I had my own broomstick a Ford F150 4x4 Flareside truck I had no interest in his puny car but I did drive it once in a while when he stole my truck and following is a summary of that I think of this vehicle This car reminded me of a song by the band ALABAMA called im in a Hurry A line in the song goes my cars not not_new but it ll zero to sixty in 5 2 While that figure may not not_be not_accurate not_for not_the not_MUSTANG not_it not_probably not_comes not_close not_I not_found not_myself not_speeding not_every not_single not_time not_I not_drove not_this not_car not_because not_you not_simply not_do not_not not_realize not_how not_fast not_you not_are not_going not_I not_had not_to not_constantly not_be not_on not_my not_guard The low center of gravity and wide wheel base helps the car hug the road on even the sharpest corners Again however this can lead to disaster when drivers become over confident and misjudge either the sharpness of the corner their own ability to control the car or both Follow the suggested speed limits on corners at all times especially in this car because it is easy to loose control when you go 90 mph on a 20 mph curve I would recommend this car to responsible singles and couples The glove compartment in the front passenger side contains the trunk popping mechanism and the center console has a nice divided change holder and cassette cd holder thingie Everything is pretty much within arms reach while driving In spite of the positive points and pure flash value I did not not_enjoy not_driving not_this not_vehicle and actually avoided it I found that the bucket seats put me far too close to the ground and I felt like I was in the cockpit of an airplane trying to peek out over the dashboard Yeah as if I have ever sat in the cockpit of an airplane I felt unsafe and nervous because I could not not_see not_very not_well not_behind not_me not_around not_me not_or not_even not_in not_front not_of not_me
Neg,The stereo average The gas mileage good The trunk is small When will I learn The pick up was sluggish The seats were low and not not_comfortable We were thrilled with the car 6 cylinder The convertible is easy to open and close By that time I was out of my mind Our problem began about 12 months after owning the car See my review on the 1995 amp 2000 Mustangs Same problems different years The Mustang is neat to look at but a BIG DISAPPOINTMENT We drove it here we drove it there Its seemed like a nice car but typical Mustang When the service manager opened his drawer I saw a notice for Mustang torque converters and I asked him about that and he fessed up We were disappointed in the 1995 Mustang when the engine blew after owning it 8 days it was brand new and then the transmission went later The cup holder was situated over the button that makes the top go up and down and the water dripped onto the button and I was waiting for it to short out some day If only Ford would build a good reliable Mustang I would buy one despite their MAJOR FLAWS but they dont not_We not_now not_own not_an not_Explorer not_Sports not_Trac not_Lets not_see not_how not_that not_goes After we got all our money back from our 1995 Mustang Convertible due to the Lemon Law in Florida we used that money to order another new Mustang but instead of the white color we ordered the Laserred with the camel color top and interior The torque converters are bad and they have a quiet recall because they dont not_have not_enough not_torque not_converters not_to not_replace not_on not_all not_the not_Mustangs and they could only fix the ones with SEVERE problems Again this is the second Mustang with BIG problems We had the car for 20 months and I wasnt not_about not_to not_go not_the not_Lemon not_Law not_route not_so not_I not_told not_my not_son not_we not_would not_buy not_the not_2000 not_GT not_Convertible not_and not_trade not_this not_problem not_vehicle not_in not_I not_had not_read not_that not_the not_GT not_didnt not_have not_problems not_with not_the not_torque not_converter not_WRONG not_AGAIN On a hot day in south Florida with the top up the a c didnt not_cool not_like not_it not_should not_because not_the not_sun not_beats not_down not_on not_the not_canvas not_top not_and not_there not_isnt not_any not_insulation not_so not_all not_the not_heat not_enters not_the not_car not_Theres not_no not_room not_in not_the not_back not_seat not_for not_people not_to not_sit not_it not_is not_only not_good not_for not_either not_babies not_or not_double not_amputees There was a vibration and we kept taking it in and they told us it needed to be aligned so they aligned it and it still vibrated After months of going back and forth with the vibration and 600 later for new tires they told us the tires were the cause and we purchased new tires I told them that I had the torque converter and transmission and engine go bad in our other Mustang but they told me it wasnt not_any not_of not_that not_it not_was not_in not_my not_mine
Neg,The legroom is cramped and tall people have a very difficult time riding in my car They have situated it so that the larger of the two holders is furthest back but it is so large the the average cup inevitably spills every time Then the seatbelt holder sticks out so far that as soon as you sit in the seat it hits the side of the door 1 locking the door and 2 creating a dent in the plastic on the door The smaller of the two holders holds the cup comfortably however it is so close to the stick shift that it makes it impossible to put a drink in it without knocking it over in the process of shifting gears The trunk is pretty good sized but dont not_try not_to not_put not_a not_large not_suitcase not_in not_there not_because not_the not_distance not_between not_the not_edge not_and not_the not_top not_is not_so not_small not_it not_prevents not_you not_from not_being not_able not_to not_get not_it not_in not_there not_I not_ll not_admit not_that not_its not_a not_pretty not_car not_but not_thats not_about not_it The high beam device turns on opposite you have to push it away from you rather than pulling it towards you like a normal car to every other car that I have ever driven which is frustrating when you try to pull it towards you out of habit I bought this vehicle in October of 1999 mostly because I was coerced and bullied by the salesmen at my local Ford dealership I liked the looks of it but being my first new car was extremely naive in how to go about purchasing one I had looked at a few other cars such as the Sebring the Dodge Stealth used the Camaro and the Avenger but never had the chance to really think about it and decide which one I liked best Anyway since then I have decided that I would never buy another Ford Mustang and would not not_recommend not_it not_to not_anyone not_First not_of not_all not_the not_pickup not_on not_the not_V6 not_engine is lame at best for such a sports car Secondly the interior is the most poorly designed that I think I have ever seen Lets start with something as trivial as the cup holders
Neg,But this is my last Mustang The adult in me limited myself to the V6 stupid adult After ten years I gave into my teenage cravings for a Mustang The trunk like the back seat is almost to small to be useful Much of the interior is not not_very not_well though out For example you can only put a drink in one of the two cupholders as one interferes with the stick shift I cant not_believe not_they not_let not_it not_go not_like not_that not_Performance not_is not_uninspiring not_Granted not_it not_is not_the not_V6 not_but not_my not_94 not_Probe not_4 not_cylinder not_was not_much not_more not_fun not_to not_drive They need a new category for the Mustang V6 Its not not_a not_compact not_and not_its not_not not_a not_sports not_car not_Its not_too not_big not_on not_the not_outside not_to not_be not_call not_a not_compact not_im not_sure not_Its not_worth not_noting not_that not_the not_car not_looks not_much not_bigger not_from not_the not_outside not_than not_it not_feels not_on not_the not_inside not_Kind not_of not_like not_Dr not_Whos not_Tartus not_in not_reverse not_I not_wil not_admit not_that not_the not_car not_is not_a not_pretty not_good not_bargain not_and not_I not_picked not_mine not_up not_as not_a not_year not_end not_clearout not_so not_I not_dont not_feel not_cheated The V6 with the sport package looks fabulous and in spite of being one of the most common cars on the roads gets complements from some those who cant not_tell not_its not_not not_a not_GT not_im not_sure not_Unfortunately thats all the good that can be said for it It is very cramped Anyone over 6 feet tall or who carries more than one passenger or who travels and needs to carry a lot of stuff should just pass on this car
Neg,Take one for a test drive and see for yourself This is not not_the not_kind not_of not_car not_i not_would not_like not_to not_own not_ever not_I not_guess not_I not_was not_spoiled not_after not_riding not_the not_Saab not_9 not_5 not_which not_is not_a not_lot not_more not_expensive not_you not_get not_what not_you not_pay not_for not_i not_suppose not_I not_find not_it not_hard not_to not_believe not_that not_a not_nicer not_sporty not_car not_cannot not_be not_built not_at not_this not_price not_range I rented one from Hertz while on a business trip since they were out of the reserved type and was looking forward to driving it since I had heard people rave about it I was quite disappointed actually the engine was loud this could be a plus for some it had a rough idle and was generally unrefined though powerful it did seem to smooth out over 60 mph somewhat the interior layout amp dash were ugly and badly designed it actually looked cheap i strongly felt i could have designed a better dash my tercel had a nicer cleaner smoother layout the power seat controls were difficult to reach im 6 1 and i had to actually get out of the car to properly adjust my seat
Neg,The only downfall is that the back seat is not not_very not_roomy By the way the electric adjustment on the drives seat is a must Right now my kids are small and there is plenty of room for them but I cannot not_see not_an not_adult not_being not_too not_comfortable not_sitting not_in not_the not_back not_seat The car handles really well and is easy to maneuver in and out of traffic I recommend this car to anyone in the market for a car with a sporty look at a decent price What I love about this car aside from its looks is the fact that the power is there when you need it It gets really good gas mileage and of course my kids love the fact that there is a horse on the steering wheel The first time I saw the Silver 1998 Ford Mustang I new I HAD to have it Needless to say I drove it home that day I bought the vehicle because it had the sporty appearance that I was looking for and it really was not not_that not_expensive not_compared not_to not_a not_lot not_of not_other not_sports not_cars
Neg,I bought a 1998 Mustang 6 cylinder in May of 1998 The car started out to be great but turned into a sour fruit shortly after If you do have money to burn and you do not not_expect not_much not_from not_your not_car then the Mustang is right for you The motor engine has been good so far except for this summer when the starter alternator and the battery gave out All of the problems I had with the car SHOULD have been covered under warranty But when I took the car in however they either said go to the manufacturer tires or we will TRY to fix it in which case most of the time it did not not_get not_fixed I have been told by many people that you either love your Mustang or you hate it I see it this way If you want something different from everybody else on the road and something that can handle normal car responsibilities then do not not_buy not_the not_Ford not_Mustang When I originally bought the vehicle I tinted the windows and put an alarm on it only to find that the power window module was poking holes in the tint After I had a couple of car fulls of people 5 I noticed that the back shocks were not not_holding not_up not_the not_body not_of not_the not_car not_as not_well not_as not_it not_should not_Not not_only not_that but at 18 000 miles the tires became bald Also after I was able to get used to the car I noticed that the seat belts were not not_retracting not_properly not_therefore not_leaving not_the not_seat not_belts not_hanging not_out not_of not_the not_car not_when not_I not_closed not_the not_door
Neg,This is a beautiful car Great styling very comfy The Mustang lacks quite alot in the performance area The convertible top is almost childlike in its ease of operation and the Mach 460 sound system is the best stock system that I have heard Now for the bad news To be the flagship sports car in Fords line of autos it is sadly disappointing I bought the Mustang after owning a 1998 Chevy Z 28 with a 6 speed transmission Supposedly these two are comparable cars Not Quite Though the Mustangs suspension rides nicer and sits better on the ground to allow for better cornering in the long run that doesnt remotely make up for the difference in power The Fords 4 6 liter engine though good on gas lacks the gusto of the 5 7 LS1 in the Camaro If you are in the market for a great looking comfortable ride in a car that has a sports car imagine but passes up most gas stations due to the lack of raw power this is the car for you But if you want an all out beast and want to get your moneys worth in a so called sports car I suggest you pass up the Ford dealership and head for the nearest Bowtie shop
Neg,October 1997 Ford not not_including not_floor not_mats Then you d start getting interesting results The seats are also more comfortable than average The Mustang was new clean runned smoothly and quiet and smelled NEW Then I quickly realized that it was NOT a SPORT car at all They are not not_good not_enough not_for not_that not_power not_plant not_and not_on not_the not_rain not_better not_stay not_under not_2000 not_rpm Tires went slick fast though Quiet ride for a sport car it rides smoothly and is quiet The competition just left the Mustang behind in the dust as far as performance is concerned and handling probably too It certainly is a coupe with little room inside but the engine and chassis are far from being Sport car elements The base Mustang model comes with a lot of features all power alloy wheels rear defrost remote entry CD player Big mistake form This car needs a smaller and more efficient engine with at least 30 more horse powers and lighter material to lose about 500 lbs This car chassis is 10 or 15 year old suspensions are more comfort than sport and the weight also alters the handling The plastics used inside are not not_bad not_at not_all not_for not_a not_cheap not_car and it is assembled pretty well No noises in the car even after 36 k miles With a too big and heavy 3 8l engine they only get 155 HP which is ridiculous above all considering the very heavy weight of the car Too heavy to be a real sport car The camaro V6 has a lot more horse power The Golf GTI is quicker The Mitsubichi Eclipse is quicker and more economical handles better A great buy Inside the car is pretty nice and well organized Might also need a 6 speed instead of a 5 I definitely recommend choosing a stick if you want some kind of sensation so that you can go up in the RPMs and get a little power The car max speed is alo limited electronically and usually varies between 115 and 120 Mine never went above 115mph but considering how dangerous highways are and how many cops are out there it is more tha enough My husband bought a V8 after we sold the V6 and he loved the sensations I guess the Mustang v6 is a good car for a young driver as it is cheap and is not not_too not_quick not_I not_would not_not not_recommend not_it not_otherwise At red lights I could not not_even not_try not_to not_compete not_with not_most not_sedans not_like not_the not_ACCORD not_v6 not_MAzda not_V6 not_some not_pick not_ups not_For not_Sport not_if not_you not_have not_to not_own not_a not_MUSTANG not_GET not_THE not_AMZINGLY not_POWERFUL not_V8 not_but not_then not_be not_careful not_because not_the not_chassis not_suspensions not_will not_not not_tolerate not_driving not_mistakes The price is low and the car looks good it has a lot of standard features for the price including CD player However it DOES NOT DELIVER as a sport car Just buy it for the looks or if you HAVE to own a Mustang Overall it is a good ride but not not_a not_sporty not_one How cheap A few positive things about my 98 Mustang IT is economical never had to fix anything well the CD player went dead but the warranty took care of that Gas mileage is great for a big V6 Basically an oil change every 4 or 5 k miles it seems reliable Except for that CD player no visit to the mechanic Quality improved It is comfortable for a sport car unless you are above 6 2 Then leg room is an issue in the front seats IN the back forget about the seats you could barely fit a 14 year old Might as well be no seats and more leg room in the front like in a MR2 My friend who is 6 5 actually fits comfortably in his MR2 Access to the rear seats is not not_easy not_either I decide to get myself a new car After driving heavy SUVs or Sedan I thought I could switch to a smaller more maneuverable more economical and quicker car Well after little shopping around big mistake I bought a Ford Mustang because they gave me a great deal and more money than anybody else for my old 4WD I first thought it was the best car because I had been used to drive older cars
Neg,No family in that car The quality is better than i expected and it is loaded What a value cant not_beat not_the not_price not_for not_a not_car not_equipped not_with not_CD not_player not_power not_doors mirrors remote entry rear defrost etc The ride is acceptable at low speed but becomes unsafe when taking curves a little fast or driving on a rainy day This car rear end wants to get ahead of the front end So get used to it before playing the race car driver If you want the sport look at a low price without the power it might be the car for you if you are single How embarrassing The Camaro six cylinder does better wit a more powerful engine I love the shape of the Mustang even though it is too high and massive for a sport car Or they would only need a 2 0l to 2 4l to deliver 155 hp on a car 40 lighter A sport car should not not_be not_that not_heavy not_the not_weight not_affects not_the not_handling not_and not_decrease not_pick not_up not_I not_had not_small not_pick not_ups not_totally not_blew not_me not_away not_at not_red not_lights How can you call that a sport car 155 horse power that do not not_deliver not_in not_spite not_of not_a not_pretty not_big not_engine not_3 not_8liter not_A not_European not_or not_Japanese not_car not_equipped not_with not_such not_a not_big not_engine would deliver twice that power and be a lot more efficient This significantly affects the leg room which would otherwise be decent for this type of car Next disappointent was the engine or more exactly its lack of power for such an heavy car which brings me to the next flaw of this SO CALLED sport car it weight However I think all cars should come with floor mats it is ridiculous to make them an option Another plus for this compact 2 door not not_so sporty car is the size of the trunk HOWEVER the opening is tiny so dont not_even not_think not_about not_loading not_any not_big not_items Three years ago I finally could offer my own brand new car Coming from France I wanted something I could not not_find not_there not_something not_typically not_American not_I not_looked not_at not_the not_new not_Sebring and found it a little expensive and very heavy I was not not_that not_impressed plus it looked like a car designed for older people My legs would start hurting after a couple of hours of driving due to the lack of leg room and the uncomfortable seats which were also too short too support the top part of my legs A tall person would also find the passenger side uncomfortable because of the seat itself and the lack of knee room the dashboard above the glove compartment is extended toward the passenger to an extreme So I thought I would go for the Myth The So worldwide famous Ford Mustang I Was so excited by the purchase experience and the fact I was going to own a brand new car that I did not not_realize not_how not_bad not_this not_car not_was not_for not_me not_After not_a not_few not_months not_of not_driving not_the not_excitement not_of not_driving not_a not_new not_Mustang not_was not_gone and reality struck The Ford Mustang cannot not_seat not_four not_people not_so not_why not_bother not_with not_the not_rear not_seats not_Unless not_you not_put not_kids not_in not_the not_back not_kids not_up not_to not_11 not_or not_12 not_top not_my not_11 not_YEAR not_old not_a not_little not_tall not_for not_her not_age not_was not_not not_even not_comfortable not_in not_the not_rear not_seat not_Well not_the not_truth not_is not_the not_Mustang not_can not_barely not_seat not_two not_if not_the not_front not_occupants not_are not_big not_or not_just not_tall not_I not_am not_6 not_2 not_and not_over not_200 not_lbs not_I not_drove not_I not_sold not_that not_car not_after not_2 not_years not_even not_though not_it not_was not_paid not_off not_with not_the not_steering not_wheel not_sitting not_on not_my not_lap not_my not_left not_knee not_stuck not_between not_the not_turning not_signal not_and not_the not_door
Neg,It seems they might not not_be not_rumors not_after not_all It seems that I spend much more time at the dealership than I should especially with such a new car The problems started with a horrible clicking noise in my left front tire and seems to escalate to additional problems on a daily basis By the way they do find something every time I go I am not not_imagining not_things not_I not_have not_often not_heard not_rumors not_about not_Ford not_cars but chose to ignore them I bought a 1998 Mustang because I fell in love with the car the moment I stepped foot on the car lot I bought it the same day I took the test drive The car is beautiful and amazingly comfortable Although Ford has great servicing for these cars I am disappointed that within six months of owning the car I am having trouble with the engine squealing tires loose windows and creaks of every possible kind I take great care of my vehicle and do not not_abuse not_it not_in not_any not_way
